YYYY ,MM ,DD ,SST_MIN ,SST_MAX ,SST@90th_HS ,SSTA@90th_HS ,90th_HS>0 ,DHW_from_90th_HS>1 ,BAA_7day_max
1988,4,2,28.2500,29.1700,28.8000,0.8577,0.1000,2.5371,1
1988,4,3,28.2100,29.2800,28.7100,0.7765,0.0000,2.5371,1
1988,4,4,28.1700,29.3700,29.0300,0.8932,0.0400,2.5371,1
1988,4,5,27.1800,28.5900,27.9500,-0.0600,0.0000,2.5371,1
1988,4,6,27.4500,28.9300,28.5900,0.3461,0.0000,2.5371,1
1988,4,7,27.6100,28.8800,28.2500,0.4171,0.0000,2.5371,1
1988,4,8,27.8200,29.6700,29.0700,0.8739,0.0000,2.5371,1
1988,4,9,27.8400,29.7600,29.3100,1.0371,0.0000,2.5371,1
1988,4,10,28.2500,30.2200,29.8400,1.6210,0.5700,2.5371,1
1988,4,11,28.7700,30.1400,30.0100,1.8494,0.8000,2.3929,1
1988,4,12,28.9600,30.3000,30.2300,2.0845,1.0200,2.3643,2
1988,4,13,28.9200,30.1100,30.0600,1.9277,0.9100,2.1771,2
1988,4,14,28.4100,29.6600,29.6200,1.4835,0.4600,1.9857,2
1988,4,15,28.3400,29.7200,29.5500,1.4600,0.3600,1.8300,2
1988,4,16,28.1900,30.0800,29.4900,1.5110,0.3400,1.8300,2
1988,4,17,28.2400,30.8500,29.6700,1.6140,0.5100,1.8300,2
1988,4,18,27.7100,30.3600,29.4400,1.3760,0.1000,1.8300,2
1988,4,19,27.6500,29.7900,29.0300,1.0280,0.0000,1.8300,1
1988,4,20,27.7700,29.8100,29.2100,1.2383,0.0300,1.8300,1
1988,4,21,28.2200,30.4800,29.7700,1.9460,0.6200,1.8300,1
1988,4,22,28.4100,30.2500,29.8200,1.9723,0.6000,1.8300,1
1988,4,23,28.5700,30.4200,30.2100,2.2567,0.8900,1.8300,1
1988,4,24,28.6300,29.9400,29.9100,2.0220,0.6400,1.8300,1
1988,4,25,28.4100,29.6300,28.8500,1.2333,0.3900,1.8300,1
1988,4,26,28.2800,29.4900,28.6400,1.1017,0.3200,1.8300,1
1988,4,27,28.0300,29.3600,28.5100,0.9780,0.1500,1.8300,1
1988,4,28,27.9700,29.0300,28.6300,0.9600,0.0000,1.8300,1
1988,4,29,27.5100,28.7600,28.4600,0.7087,0.0000,1.8300,1
1988,4,30,28.4200,30.0800,29.6800,2.2050,1.0500,1.9800,2
1988,5,1,28.2000,29.8100,29.3700,1.8840,0.7000,1.9800,2
1988,5,2,28.2700,29.8400,29.3400,1.8723,0.6700,1.9800,2
1988,5,3,28.4000,29.9100,29.4500,1.9720,0.7600,1.9800,2
1988,5,4,28.6500,29.8300,29.4000,1.9860,0.7300,1.9800,2
1988,5,5,28.5300,29.8700,28.9300,1.5067,0.4700,1.9800,2
1988,5,6,27.9300,29.6000,28.4600,1.3040,0.0900,1.9800,2
1988,5,7,27.8900,29.6400,29.4400,1.8387,0.0700,1.9800,1
1988,5,8,27.5000,29.2800,28.9900,1.4340,0.0000,1.9800,1
1988,5,9,27.3500,29.2100,28.8200,1.4060,0.0000,1.9800,1
1988,5,10,27.4100,29.1800,28.7300,1.3933,0.0000,1.9800,1
1988,5,11,27.4000,29.1300,28.7200,1.4887,0.0000,1.9800,1
1988,5,12,27.4700,29.2000,28.8200,1.6370,0.0000,1.9800,1
1988,5,13,27.7000,29.4700,29.2900,1.9233,0.0000,1.9800,1
1988,5,14,27.6500,29.2200,28.9200,1.6417,0.0000,1.9800,0
1988,5,15,27.6900,29.0700,29.0700,1.6800,0.0000,1.9800,0
1988,5,16,27.6900,28.9500,28.6800,1.6677,0.0000,1.9800,0
1988,5,17,27.6000,28.5200,27.8300,0.8545,0.0000,1.9800,0
1988,5,18,27.2000,28.1500,27.6100,0.6316,0.0000,1.9800,0
1988,5,19,26.8600,27.8600,27.4200,0.3755,0.0000,1.9800,0
1988,5,20,27.4400,28.3000,27.9700,0.9894,0.0000,1.9800,0
1988,5,21,27.4200,28.2900,27.8500,0.9394,0.0000,1.9800,0
1988,5,22,27.2800,28.2200,27.8100,0.8448,0.0000,1.9800,0
1988,5,23,26.7700,28.1200,27.2900,0.5206,0.0000,1.9800,0
1988,5,24,26.5800,28.0000,27.3200,0.3848,0.0000,1.9800,0
1988,5,25,26.6500,27.8700,27.2100,0.3923,0.0000,1.8000,0
1988,5,26,26.8400,28.2900,28.2300,1.3855,0.0000,1.6143,0
1988,5,27,26.7800,28.3300,28.1300,1.3932,0.0000,1.4186,0
1988,5,28,26.4200,28.0700,27.9600,1.1661,0.0000,1.2286,0
1988,5,29,26.0300,27.3600,26.5700,-0.0503,0.0000,1.0314,0
1988,5,30,25.5000,26.6400,25.9600,-0.6365,0.0000,0.8071,0
1988,5,31,25.4600,26.3400,25.7700,-0.7642,0.0000,0.6114,0
1988,6,1,25.3400,26.0300,25.6000,-0.9171,0.0000,0.4429,0
1988,6,2,25.5200,26.2200,25.9000,-0.4377,0.0000,0.2957,0
1988,6,3,25.6900,26.3800,25.9900,-0.2948,0.0000,0.2957,0
1988,6,4,25.7500,26.5200,26.1500,-0.1755,0.0000,0.2957,0
1988,6,5,25.3600,26.3900,25.7900,-0.5994,0.0000,0.2957,0
1988,6,6,25.5100,26.6400,25.9200,-0.4200,0.0000,0.2957,0
1988,6,7,25.7700,26.8700,26.1000,-0.2003,0.0000,0.2957,0
1988,6,8,25.8500,27.1200,26.2200,-0.1100,0.0000,0.2957,0
1988,6,9,25.6600,26.8200,26.0400,-0.2419,0.0000,0.2957,0
1988,6,10,25.5700,26.6200,25.9000,-0.3348,0.0000,0.2957,0
1988,6,11,25.5600,26.5400,25.9500,-0.3165,0.0000,0.2957,0
1988,6,12,25.4800,26.4100,25.8900,-0.3448,0.0000,0.2957,0
1988,6,13,25.5500,26.6700,26.0300,-0.2545,0.0000,0.2957,0
1988,6,14,26.0900,27.0500,26.6300,0.6568,0.0000,0.2957,0
1988,6,15,26.6100,27.3600,26.9200,0.8700,0.0000,0.2957,0
1988,6,16,26.3200,27.1800,26.6100,0.5580,0.0000,0.2957,0
1988,6,17,26.1000,27.0900,26.4900,0.4360,0.0000,0.2957,0
1988,6,18,25.9400,26.8700,26.5400,0.4620,0.0000,0.2957,0
1988,6,19,25.8300,26.8000,26.3200,0.3520,0.0000,0.2957,0
1988,6,20,25.6200,26.6100,26.3300,0.3883,0.0000,0.2957,0
1988,6,21,25.6800,26.7100,26.5800,0.8460,0.0000,0.2957,0
1988,6,22,25.5200,26.5700,26.4500,0.8137,0.0000,0.2957,0
1988,6,23,25.2600,26.4700,26.2700,0.6187,0.0000,0.2957,0
1988,6,24,24.7800,26.1600,25.7200,-0.0910,0.0000,0.2957,0
1988,6,25,24.7100,26.0300,25.5700,-0.2400,0.0000,0.2957,0
1988,6,26,24.7200,26.0100,25.4900,-0.2557,0.0000,0.2957,0
1988,6,27,25.1300,26.3000,26.1300,0.5380,0.0000,0.2957,0
1988,6,28,25.1600,26.3700,26.2900,0.4927,0.0000,0.2957,0
1988,6,29,25.1400,26.4900,26.2800,0.5107,0.0000,0.2957,0
1988,6,30,25.1200,26.2400,26.1600,0.4050,0.0000,0.2957,0
1988,7,1,25.0900,26.1400,26.0900,0.4233,0.0000,0.2957,0
1988,7,2,24.8500,25.9300,25.8300,0.2060,0.0000,0.2957,0
1988,7,3,25.0300,26.5600,26.4400,0.7720,0.0000,0.2957,0
1988,7,4,24.7800,26.3200,26.0500,0.4347,0.0000,0.2957,0
1988,7,5,24.4800,26.0300,25.7400,0.1933,0.0000,0.1500,0
1988,7,6,24.2200,25.7300,25.5400,0.0380,0.0000,0.1500,0
1988,7,7,24.1400,25.7100,25.5600,0.0887,0.0000,0.1500,0
1988,7,8,24.1700,25.8400,25.5800,0.1193,0.0000,0.1500,0
1988,7,9,24.1900,25.9900,25.3400,-0.2460,0.0000,0.1500,0
1988,7,10,24.5800,26.2300,25.5100,-0.0550,0.0000,0.1500,0
1988,7,11,24.7300,26.3800,26.2600,0.9600,0.0000,0.1500,0
1988,7,12,25.1100,26.7800,26.4800,1.2230,0.0000,0.1500,0
1988,7,13,25.0700,26.4700,26.1500,0.9287,0.0000,0.1500,0
1988,7,14,25.1200,26.4200,26.2400,0.9620,0.0000,0.1500,0
1988,7,15,25.2300,26.2700,26.0900,0.9100,0.0000,0.1500,0
1988,7,16,24.9200,25.8900,25.7800,0.5013,0.0000,0.1500,0
1988,7,17,24.8900,25.8700,25.3600,0.2074,0.0000,0.1500,0
1988,7,18,25.0600,25.9100,25.4600,0.3481,0.0000,0.1500,0
1988,7,19,25.1300,26.1500,25.4800,0.3774,0.0000,0.1500,0
1988,7,20,25.2000,26.2600,26.2600,1.0806,0.0000,0.1500,0
1988,7,21,25.1200,26.0000,25.5100,0.3823,0.0000,0.1500,0
1988,7,22,25.0000,25.8300,25.2400,0.2155,0.0000,0.1500,0
1988,7,23,25.0200,25.7600,25.3100,0.2948,0.0000,0.0000,0
1988,7,24,24.8500,25.5700,25.1700,0.1642,0.0000,0.0000,0
1988,7,25,24.8700,25.6300,25.1400,0.0703,0.0000,0.0000,0
1988,7,26,24.8200,25.6500,25.1000,0.0094,0.0000,0.0000,0
1988,7,27,24.7200,25.5900,25.1300,0.0245,0.0000,0.0000,0
1988,7,28,24.7100,25.5800,25.1200,0.0232,0.0000,0.0000,0
1988,7,29,24.6800,25.5600,25.1300,-0.0035,0.0000,0.0000,0
1988,7,30,24.9700,25.9700,25.8100,0.6648,0.0000,0.0000,0
1988,7,31,24.9100,25.7600,25.5800,0.4797,0.0000,0.0000,0
1988,8,1,24.6400,25.5300,25.3500,0.2390,0.0000,0.0000,0
1988,8,2,24.6000,25.3300,24.9300,-0.0474,0.0000,0.0000,0
1988,8,3,24.6000,25.2600,25.0500,0.1932,0.0000,0.0000,0
1988,8,4,24.3200,25.1800,24.9800,0.0513,0.0000,0.0000,0
1988,8,5,24.4400,25.3800,25.0400,0.1394,0.0000,0.0000,0
1988,8,6,24.4300,25.6100,24.9800,-0.0155,0.0000,0.0000,0
1988,8,7,24.4100,25.6200,25.0500,0.0603,0.0000,0.0000,0
1988,8,8,24.4800,25.6500,25.2700,-0.0232,0.0000,0.0000,0
1988,8,9,24.3200,25.4700,24.9500,-0.0303,0.0000,0.0000,0
1988,8,10,24.7000,25.7800,25.6900,0.2194,0.0000,0.0000,0
1988,8,11,25.0000,27.1800,26.7200,1.6813,0.0000,0.0000,0
1988,8,12,24.9300,26.8400,26.3900,1.3690,0.0000,0.0000,0
1988,8,13,24.6400,26.2500,25.5200,0.5919,0.0000,0.0000,0
1988,8,14,24.5800,26.1300,25.8000,0.8000,0.0000,0.0000,0
1988,8,15,24.7000,26.6100,26.2900,1.3100,0.0000,0.0000,0
1988,8,16,25.4100,26.7400,26.5000,1.4855,0.0000,0.0000,0
1988,8,17,25.3200,26.6800,26.4200,1.4184,0.0000,0.0000,0
1988,8,18,24.9000,26.4100,26.1900,1.1645,0.0000,0.0000,0
1988,8,19,24.7700,26.3600,26.1900,1.1806,0.0000,0.0000,0
1988,8,20,24.7200,26.0000,25.8100,0.8377,0.0000,0.0000,0
1988,8,21,24.9200,26.2700,25.9100,0.9313,0.0000,0.0000,0
1988,8,22,25.1600,26.7100,26.0700,1.0616,0.0000,0.0000,0
1988,8,23,25.2000,26.8600,25.8300,0.5952,0.0000,0.0000,0
1988,8,24,25.1400,26.7300,26.0500,1.0165,0.0000,0.0000,0
1988,8,25,24.9700,26.3300,25.8400,0.7984,0.0000,0.0000,0
1988,8,26,24.8000,26.3000,25.5700,0.3206,0.0000,0.0000,0
1988,8,27,24.7400,26.1800,25.6100,0.2994,0.0000,0.0000,0
1988,8,28,24.5100,26.1400,25.4500,0.1284,0.0000,0.0000,0
1988,8,29,24.5700,26.1500,25.3800,0.1390,0.0000,0.0000,0
1988,8,30,24.8900,26.4600,26.1200,0.5558,0.0000,0.0000,0
1988,8,31,24.8500,26.3700,25.7300,0.4703,0.0000,0.0000,0
1988,9,1,24.9700,26.5200,26.0600,0.8929,0.0000,0.0000,0
1988,9,2,24.4100,26.3400,25.3900,0.1274,0.0000,0.0000,0
1988,9,3,24.5600,26.4500,25.5300,0.2084,0.0000,0.0000,0
1988,9,4,24.5300,25.9700,25.5300,0.4574,0.0000,0.0000,0
1988,9,5,23.9000,25.8400,25.0800,-0.1829,0.0000,0.0000,0
1988,9,6,23.8800,25.6800,24.9700,-0.2945,0.0000,0.0000,0
1988,9,7,24.0300,25.6600,25.1700,0.0413,0.0000,0.0000,0
1988,9,8,24.9700,26.1900,25.9100,0.8029,0.0000,0.0000,0
1988,9,9,25.1300,26.5400,25.9500,0.7926,0.0000,0.0000,0
1988,9,10,25.1200,26.6800,25.8500,0.7406,0.0000,0.0000,0
1988,9,11,25.1000,26.5800,25.7300,0.6132,0.0000,0.0000,0
1988,9,12,25.1300,26.7800,26.2700,0.5897,0.0000,0.0000,0
1988,9,13,25.2100,26.4900,25.6900,0.5326,0.0000,0.0000,0
1988,9,14,25.5900,26.4800,25.8000,0.5300,0.0000,0.0000,0
1988,9,15,25.8500,26.7100,26.1700,0.9900,0.0000,0.0000,0
1988,9,16,25.8000,27.2500,27.0900,1.2103,0.0000,0.0000,0
1988,9,17,26.0300,28.1500,27.5200,2.3400,0.0000,0.0000,0
1988,9,18,25.7400,28.0900,27.3900,2.2410,0.0000,0.0000,0
1988,9,19,25.8000,27.8500,27.8400,1.8027,0.0000,0.0000,0
1988,9,20,25.6200,27.4800,27.3500,1.4650,0.0000,0.0000,0
1988,9,21,25.5400,27.1100,26.3100,0.8860,0.0000,0.0000,0
1988,9,22,25.8100,27.3200,26.6800,1.3247,0.0000,0.0000,0
1988,9,23,25.8500,26.9400,26.3500,0.8893,0.0000,0.0000,0
1988,9,24,25.9100,27.0300,26.3600,0.9300,0.0000,0.0000,0
1988,9,25,25.7600,26.9200,26.1900,0.7033,0.0000,0.0000,0
1988,9,26,25.6900,26.8200,26.1000,0.6737,0.0000,0.0000,0
1988,9,27,25.4200,26.5300,25.9500,0.3140,0.0000,0.0000,0
1988,9,28,25.9200,27.3000,26.4200,0.7727,0.0000,0.0000,0
1988,9,29,26.0400,27.4900,26.4600,0.8153,0.0000,0.0000,0
1988,9,30,26.1300,27.9500,26.6000,0.8950,0.0000,0.0000,0
1988,10,1,26.0500,27.7100,26.6700,0.9847,0.0000,0.0000,0
1988,10,2,25.7800,27.5900,26.4100,0.7113,0.0000,0.0000,0
1988,10,3,25.3900,27.3700,26.2100,0.3980,0.0000,0.0000,0
1988,10,4,25.7400,27.2100,26.9100,0.4217,0.0000,0.0000,0
1988,10,5,25.9800,27.2300,26.1600,0.3767,0.0000,0.0000,0
1988,10,6,26.2000,27.2600,26.7100,0.9600,0.0000,0.0000,0
1988,10,7,26.3300,27.2200,26.7100,0.8533,0.0000,0.0000,0
1988,10,8,26.4200,27.2600,26.7600,0.8717,0.0000,0.0000,0
1988,10,9,26.2600,27.3100,26.6700,0.8480,0.0000,0.0000,0
1988,10,10,26.3200,27.7200,27.5900,0.9417,0.0000,0.0000,0
1988,10,11,26.7100,27.8000,27.2400,1.2280,0.0000,0.0000,0
1988,10,12,26.6700,27.9800,27.1900,1.1650,0.0000,0.0000,0
1988,10,13,26.8100,28.1000,27.9700,1.1693,0.0000,0.0000,0
1988,10,14,26.5600,28.1400,28.0700,0.9903,0.0000,0.0000,0
1988,10,15,26.6500,28.4500,28.0000,1.1500,0.0000,0.0000,0
1988,10,16,26.7000,28.3600,28.0700,1.1423,0.0000,0.0000,0
1988,10,17,26.9800,28.4300,28.3800,1.3745,0.0000,0.0000,0
1988,10,18,27.0600,28.6000,28.5600,1.4035,0.0000,0.0000,0
1988,10,19,27.0600,28.5900,28.5700,1.3568,0.0000,0.0000,0
1988,10,20,26.9200,28.5400,27.9200,1.5029,0.0000,0.0000,0
1988,10,21,26.8300,28.7200,27.9500,1.4816,0.0000,0.0000,0
1988,10,22,26.6000,28.4100,27.7400,1.2413,0.0000,0.0000,0
1988,10,23,27.1400,29.5300,28.7500,1.5603,0.0000,0.0000,0
1988,10,24,26.8400,29.3000,28.4500,1.3400,0.0000,0.0000,0
1988,10,25,26.8100,29.4200,28.6000,1.2726,0.0000,0.0000,0
1988,10,26,27.1100,29.4500,28.7700,1.3977,0.0000,0.0000,0
1988,10,27,27.2700,29.6600,29.1200,1.6994,0.0000,0.0000,0
1988,10,28,27.3200,30.1600,29.6100,2.2068,0.4000,0.0000,1
1988,10,29,27.3100,30.5600,30.0000,2.4926,0.8300,0.0000,1
1988,10,30,28.6300,30.7200,30.1400,2.8400,1.1500,0.1643,2
1988,10,31,28.3400,30.4800,30.2200,2.5313,1.0100,0.3086,2
1988,11,1,28.3300,30.4300,29.7900,2.5329,0.9800,0.3086,2
1988,11,2,28.1900,30.3300,30.0100,2.2755,0.9000,0.3086,2
1988,11,3,28.0500,30.1700,30.0100,2.0652,0.7300,0.3086,2
1988,11,4,28.0300,30.0800,29.9700,1.9816,0.6400,0.3086,2
1988,11,5,28.1300,30.2600,29.8500,1.9781,0.7100,0.3086,2
1988,11,6,28.2100,30.1700,30.0600,2.1913,0.8500,0.3086,2
1988,11,7,27.9600,29.8600,29.7800,1.7719,0.5300,0.3086,1
1988,11,8,26.6700,29.3500,29.0200,1.0129,0.0000,0.3086,1
1988,11,9,26.7000,29.5400,29.2000,1.1523,0.0100,0.3086,1
1988,11,10,27.3900,30.1600,29.6900,1.6252,0.5100,0.3086,1
1988,11,11,27.5500,30.2800,29.8000,1.6961,0.6200,0.3086,1
1988,11,12,27.5800,30.3100,29.8500,1.7071,0.6500,0.3086,1
1988,11,13,27.0900,29.8100,29.3800,1.1474,0.2000,0.3086,1
1988,11,14,27.0800,29.4200,29.3800,0.9877,0.0400,0.3086,1
1988,11,15,26.8400,29.0900,28.1400,0.6700,0.0000,0.3086,1
1988,11,16,26.9000,29.0100,28.9000,0.5520,0.0000,0.3086,1
1988,11,17,27.1000,29.4800,29.2300,0.8373,0.0400,0.3086,1
1988,11,18,27.6100,30.3200,30.1200,1.7030,0.8900,0.3086,1
1988,11,19,27.6700,30.3600,30.1000,1.6853,0.9000,0.3086,1
1988,11,20,27.6600,30.2100,29.9400,1.4633,0.7800,0.3086,1
1988,11,21,27.3300,29.7200,29.4400,0.9400,0.2600,0.3086,1
1988,11,22,27.4200,29.9900,29.7900,1.1933,0.5000,0.3086,1
1988,11,23,27.6500,30.6800,30.3300,1.6373,0.9800,0.3086,1
1988,11,24,27.7600,30.9400,30.3600,1.7530,1.1500,0.4729,2
1988,11,25,27.7700,30.7000,30.1500,1.5167,0.9400,0.4729,2
1988,11,26,27.8100,30.5900,30.0800,1.4203,0.8700,0.4729,2
1988,11,27,27.8300,30.3800,29.9200,1.2360,0.7000,0.4729,2
1988,11,28,28.0800,30.2600,29.7800,1.3470,0.6900,0.4729,2
1988,11,29,28.3400,30.3900,29.7900,1.4640,0.7100,0.4729,2
1988,11,30,28.7400,30.6700,30.3800,1.6050,1.1300,0.6343,2
1988,12,1,28.8500,30.9800,30.7500,1.9273,1.4800,0.8457,2
1988,12,2,28.8000,30.9000,30.6400,1.8223,1.4300,1.0500,2
1988,12,3,28.8200,30.9200,30.6600,1.9500,1.5400,1.2700,2
1988,12,4,29.0200,30.6900,30.6600,1.7223,1.3400,1.4614,2
1988,12,5,28.4200,30.4500,30.2700,1.3933,1.0800,1.6157,2
1988,12,6,27.8900,30.1700,30.1300,1.1340,0.8200,1.6157,2
1988,12,7,27.7700,29.7900,29.5100,0.8867,0.4300,1.6157,2
1988,12,8,27.8800,29.7300,29.6200,0.6607,0.4000,1.6157,2
1988,12,9,27.9700,29.6400,29.5100,0.6140,0.3600,1.6157,2
1988,12,10,27.4800,29.7600,29.3700,0.5900,0.2800,1.6157,2
1988,12,11,27.1100,29.9900,29.5200,0.6660,0.4000,1.6157,2
1988,12,12,27.0700,30.1400,29.5700,0.7150,0.4800,1.6157,1
1988,12,13,27.2800,30.0300,29.5000,0.6247,0.4200,1.6157,1
1988,12,14,27.4700,29.9400,29.4900,0.5820,0.4000,1.6157,1
1988,12,15,27.6700,29.8700,29.4800,0.5600,0.4000,1.6157,1
1988,12,16,27.8500,29.8200,29.5300,0.5171,0.4300,1.6157,1
1988,12,17,28.0000,29.7100,29.5100,0.5416,0.4200,1.6157,1
1988,12,18,27.5100,29.6300,29.3700,0.1523,0.0800,1.6157,1
1988,12,19,27.5500,29.6500,29.3600,0.1823,0.1300,1.6157,1
1988,12,20,27.7100,29.5000,29.3900,0.1323,0.0400,1.6157,1
1988,12,21,27.6300,29.3500,28.3200,0.0761,0.0000,1.6157,1
1988,12,22,27.5600,28.8800,28.7500,-0.4213,0.0000,1.6157,1
1988,12,23,27.5100,28.8600,28.7100,-0.4355,0.0000,1.6157,1
1988,12,24,27.6200,28.8900,28.7800,-0.3558,0.0000,1.6157,1
1988,12,25,27.5500,28.7800,28.4000,-0.1029,0.0000,1.6157,1
1988,12,26,27.5600,28.7300,28.6200,-0.1158,0.0000,1.6157,1
1988,12,27,27.6100,28.8000,28.6600,-0.0300,0.0000,1.6157,0
1988,12,28,27.7400,28.9100,28.3600,0.0468,0.0000,1.6157,0
1988,12,29,27.8800,29.0300,28.8800,0.1700,0.0000,1.6157,0
1988,12,30,27.8900,28.7500,28.2200,-0.0810,0.0000,1.6157,0
1988,12,31,27.7800,28.8300,28.3600,0.0155,0.0000,1.6157,0
1989,1,1,27.9600,29.4300,28.6600,0.2794,0.1800,1.6157,1
1989,1,2,28.7400,29.5900,29.0700,0.7532,0.6400,1.6157,1
1989,1,3,28.2600,29.3100,29.0400,0.3800,0.2600,1.6157,1
1989,1,4,28.0100,29.2800,28.9900,0.3200,0.2100,1.6157,1
1989,1,5,28.1500,29.3200,28.9100,0.3600,0.2600,1.6157,1
1989,1,6,28.2800,29.3500,28.7100,0.3484,0.2700,1.6157,1
1989,1,7,28.5000,29.6200,29.5100,0.4813,0.4400,1.6157,1
1989,1,8,28.8100,29.7100,28.9900,0.7452,0.7000,1.6157,1
1989,1,9,28.1200,29.5000,29.0800,0.5629,0.5300,1.6157,1
1989,1,10,28.4200,29.7100,28.9700,0.6058,0.5800,1.6157,1
1989,1,11,28.2400,29.8200,28.9500,0.5519,0.5300,1.6157,1
1989,1,12,28.2500,29.9300,29.0600,0.6284,0.6100,1.6157,1
1989,1,13,28.1000,29.7400,29.0200,0.5842,0.5700,1.6157,1
1989,1,14,28.6300,30.0000,29.6900,1.1158,1.1100,1.7743,2
1989,1,15,28.7400,30.1600,29.6500,1.1400,1.1400,1.9371,2
1989,1,16,28.8100,30.1000,29.7600,1.1542,1.1500,2.1014,2
1989,1,17,29.0700,30.4300,29.7400,1.2306,1.2100,2.2743,2
1989,1,18,28.8300,30.8800,30.4100,1.1916,1.1500,2.4386,2
1989,1,19,28.9800,30.7800,30.4600,1.2268,1.1700,2.6057,2
1989,1,20,29.3000,31.1200,30.8500,1.5606,1.4800,2.8171,2
1989,1,21,28.7700,31.5400,30.8500,1.7119,1.6500,3.0529,2
1989,1,22,28.5500,31.6600,30.7600,1.6423,1.5700,3.1129,2
1989,1,23,28.4100,31.7200,30.7400,1.6300,1.5500,3.1900,2
1989,1,24,28.7300,31.5700,30.7100,1.5616,1.4600,3.3986,2
1989,1,25,28.9500,31.4300,30.6400,1.4961,1.3800,3.5957,2
1989,1,26,29.1500,31.2600,30.0800,1.4423,1.3500,3.7886,2
1989,1,27,29.2200,31.1000,29.7800,1.4652,1.3800,3.9857,2
1989,1,28,29.1100,30.6600,29.5200,1.2206,1.1200,4.1457,3
1989,1,29,29.0700,30.4100,29.5800,1.1494,1.0500,4.2957,3
1989,1,30,29.0700,30.2500,29.5200,1.1516,1.0500,4.4457,3
1989,1,31,29.0600,30.1300,29.5500,1.1732,1.0700,4.5986,3
1989,2,1,28.9100,29.8600,29.5100,1.1332,1.0400,4.7471,3
1989,2,2,28.8500,29.8100,29.4500,1.1635,1.0300,4.8943,3
1989,2,3,28.8300,29.7400,29.4300,1.1187,0.9900,4.8943,3
1989,2,4,28.8600,29.7200,29.4000,1.0439,0.9600,4.8943,3
1989,2,5,28.8300,29.6800,29.2900,1.0490,0.9000,4.8943,3
1989,2,6,28.5400,29.3500,28.9700,0.7219,0.5800,4.8943,3
1989,2,7,28.3400,29.2300,29.1700,0.5813,0.4700,4.8943,3
1989,2,8,28.2300,29.3400,29.2700,0.3248,0.1700,4.8943,3
1989,2,9,28.3900,29.5700,29.4100,0.4819,0.2400,4.8943,1
1989,2,10,28.3400,29.4200,29.3700,0.5200,0.2600,4.8943,1
1989,2,11,28.2600,29.2800,28.5600,0.3071,0.2200,4.8943,1
1989,2,12,27.7800,29.1900,28.3900,0.1584,0.0500,4.8943,1
1989,2,13,27.8900,29.2500,28.5300,0.2535,0.1600,4.8943,1
1989,2,14,27.7800,29.2300,28.5900,0.2368,0.1400,4.8943,1
1989,2,15,27.8800,29.4100,28.6700,0.3300,0.2100,4.8943,1
1989,2,16,28.1600,29.6300,29.0300,0.6446,0.5300,4.7300,1
1989,2,17,28.0200,29.4000,28.7300,0.4457,0.2800,4.7300,1
1989,2,18,28.1700,29.2300,28.8400,0.4593,0.1300,4.7300,1
1989,2,19,28.2100,29.2100,28.9800,0.4700,0.1300,4.7300,1
1989,2,20,28.0000,29.3200,28.7700,0.3986,0.0500,4.7300,1
1989,2,21,28.3300,29.4900,28.7900,0.6457,0.3300,4.7300,1
1989,2,22,28.8500,30.0900,29.4100,1.2325,0.9100,4.5686,1
1989,2,23,29.0600,30.3600,29.6300,1.3671,1.1400,4.5200,3
1989,2,24,29.0500,30.2800,29.5700,1.4039,1.0800,4.4700,3
1989,2,25,29.1500,30.3200,29.7000,1.5321,1.2100,4.4229,3
1989,2,26,29.0000,30.2900,29.5600,1.3107,1.0300,4.3786,3
1989,2,27,29.2200,30.3500,29.8200,1.3229,1.1800,4.3929,3
1989,2,28,29.1900,30.3800,29.5800,1.3311,1.1600,4.5586,3
1989,3,1,29.1100,30.2100,29.6800,1.2000,1.0500,4.7086,3
1989,3,2,28.6800,29.8000,29.2100,0.9232,0.6800,4.7086,3
1989,3,3,28.7200,29.9700,29.9600,1.3657,0.9400,4.7086,3
1989,3,4,28.7100,29.7900,29.1800,0.9311,0.7500,4.7086,3
1989,3,5,28.8300,29.8500,29.7500,1.2707,0.8100,4.7086,3
1989,3,6,28.6200,29.6700,29.4200,1.0393,0.5800,4.7086,3
1989,3,7,28.4300,29.6500,29.2800,0.8900,0.4300,4.7086,3
1989,3,8,28.0100,29.5600,28.6100,0.4550,0.1500,4.7086,1
1989,3,9,27.9400,29.3000,28.6100,0.1486,0.0000,4.7086,1
1989,3,10,27.7800,29.2000,28.3900,0.2171,0.0000,4.7086,1
1989,3,11,28.0400,29.2100,28.6700,0.4771,0.1900,4.7086,1
1989,3,12,28.2900,29.4900,28.9200,0.7789,0.4900,4.7086,1
1989,3,13,28.3600,29.5200,29.0000,0.7914,0.5400,4.7086,1
1989,3,14,28.1800,29.5600,28.8800,0.6914,0.3900,4.7086,1
1989,3,15,28.1100,29.7700,29.4200,0.7700,0.2800,4.7086,1
1989,3,16,28.1400,29.6600,28.6800,0.6232,0.2500,4.7086,1
1989,3,17,28.1900,29.6600,28.7500,0.6435,0.2500,4.7086,1
1989,3,18,27.9300,29.5600,28.6200,0.5868,0.1900,4.7086,1
1989,3,19,28.0900,29.6500,28.7100,0.6594,0.2300,4.7086,1
1989,3,20,28.0800,29.7600,28.7100,0.6471,0.2200,4.7086,1
1989,3,21,28.2000,29.8800,28.6800,0.5923,0.1900,4.7086,1
1989,3,22,28.0300,29.5300,28.5600,0.3735,0.0000,4.7086,1
